segment_name,confidence_assessment,pydub_avg_loudness_dBFS,pydub_silence_%,librosa_avg_RMS,librosa_silence_%,librosa_avg_pitch_Hz,WebRTC_VAD_speech_%,WebRTC_VAD_silence_%,parselmouth_mean_pitch_Hz,parselmouth_jitter,parselmouth_shimmer,mediapipe_mouth_openness_mean,mediapipe_mouth_openness_variance,mediapipe_eyebrow_height_mean,mediapipe_eyebrow_height_variance,mediapipe_frames_analyzed,deepface_most_frequent_emotion,deepface_angry,deepface_disgust,deepface_fear,deepface_happy,deepface_neutral,deepface_sad,deepface_surprise,openface_dominant_emotion_approx,openface_AU01_r,openface_AU02_r,openface_AU04_r,openface_AU05_r,openface_AU06_r,openface_AU07_r,openface_AU09_r,openface_AU10_r,openface_AU12_r,openface_AU14_r,openface_AU15_r,openface_AU17_r,openface_AU20_r,openface_AU23_r,openface_AU25_r,openface_AU26_r,openface_AU45_r,openface_happy,openface_surprised,openface_angry,openface_sad,mediapipe_left_hand_variability,mediapipe_right_hand_variability,mediapipe_avg_hand_movement_amplitude,mediapipe_valid_frames_analyzed,mediapipe_total_frames,mediapipe_coverage_%,wpm
8XQ1onjXJK0_seg031,3.0,-39.17,48.84,0.0370000004768371,41.34,1820.02001953125,70.13,29.87,150.9,0.0221,0.0965,0.00804,0.00014,0.01772,0.00012,28.0,sad,32.1,0.0,3.6,14.3,0.0,50.0,0.0,surprised,0.29,0.055,0.314,0.061,0.291,0.538,0.089,0.505,0.231,0.374,0.331,0.592,0.076,0.184,0.38,0.446,0.134,0.231,0.345,0.314,0.331,0.01537,0.00544,0.37073,324.0,824.0,39.3,129.18
8XQ1onjXJK0_seg032,3.0,-32.23,29.14,0.0416000001132488,17.45,1887.18994140625,84.26,15.74,148.33,0.0209,0.1158,0.00596,5e-05,0.02371,0.00011,25.0,angry,56.0,4.0,8.0,12.0,8.0,12.0,0.0,angry,0.26,0.104,0.644,0.114,0.668,1.077,0.086,1.107,0.578,0.662,0.381,0.743,0.223,0.284,0.569,0.602,0.18,0.578,0.364,0.644,0.381,0.0219,0.02307,0.16651,223.0,723.0,30.8,151.34
BFZtNN6eNvQ_seg001,4.0,-28.33,19.55,0.0766000002622604,17.67,1670.1400146484375,92.0,8.0,259.29,0.0191,0.0759,0.0124,9e-05,0.02951,0.00011,32.0,fear,6.2,0.0,25.0,15.6,21.9,9.4,21.9,surprised,0.673,0.286,0.445,0.17,0.318,0.86,0.289,0.393,0.471,0.235,0.494,0.862,0.611,0.207,0.45,0.744,0.511,0.471,0.959,0.445,0.494,0.00827,0.01762,0.38914,558.0,934.0,59.7,69.39
BFZtNN6eNvQ_seg002,3.0,-30.11,27.68,0.0768999978899955,24.76,1693.9300537109375,89.28,10.72,269.15,0.0198,0.0729,0.01508,0.00014,0.03154,8e-05,34.0,neutral,8.8,0.0,29.4,5.9,35.3,20.6,0.0,surprised,0.54,0.241,0.227,0.05,0.193,1.147,0.147,0.123,0.26,0.079,0.256,0.68,0.184,0.169,0.65,0.883,0.509,0.26,0.781,0.227,0.256,0.01108,0.00865,0.37173,785.0,1007.0,78.0,75.07
BFZtNN6eNvQ_seg003,3.0,-30.61,27.92,0.0768999978899955,24.2,1688.52001953125,87.43,12.57,250.34,0.0204,0.0794,0.01183,0.00012,0.03235,4e-05,36.0,neutral,11.1,2.8,11.1,11.1,47.2,13.9,2.8,surprised,0.712,0.189,0.083,0.091,0.196,1.193,0.139,0.006,0.499,0.216,0.128,0.607,0.1,0.228,0.669,0.722,0.481,0.499,0.902,0.083,0.128,0.01366,0.0113,0.35747,729.0,1051.0,69.4,75.28
BFZtNN6eNvQ_seg004,2.0,-31.97,26.21,0.0689999982714653,25.36,1723.6600341796875,85.89,14.11,263.28,0.02,0.0779,0.01232,0.00012,0.03557,6e-05,36.0,neutral,2.8,0.0,16.7,27.8,33.3,16.7,2.8,surprised,0.584,0.125,0.033,0.067,0.091,0.994,0.083,0.0,0.253,0.038,0.107,0.507,0.102,0.152,0.538,0.735,0.342,0.253,0.709,0.033,0.107,0.01248,0.01123,0.36905,824.0,1051.0,78.4,65.01
BFZtNN6eNvQ_seg005,3.0,-31.32,25.97,0.0697999969124794,25.84,1676.0400390625,87.99,12.01,256.9,0.0211,0.0847,0.0172,0.00025,0.03895,7e-05,31.0,happy,19.4,0.0,3.2,35.5,9.7,32.3,0.0,surprised,0.359,0.079,0.03,0.077,0.147,0.659,0.052,0.01,0.332,0.06,0.077,0.375,0.049,0.06,0.386,0.357,0.17,0.332,0.438,0.03,0.077,0.0169,0.03761,0.42416,255.0,921.0,27.7,78.1
BFZtNN6eNvQ_seg006,3.0,-30.06,26.3,0.0709000006318092,24.35,1722.8399658203125,92.11,7.89,256.86,0.0214,0.0757,0.01592,0.00017,0.03771,4e-05,31.0,neutral,3.2,0.0,29.0,19.4,29.0,12.9,6.5,surprised,0.716,0.176,0.061,0.075,0.201,1.234,0.125,0.008,0.377,0.048,0.115,0.554,0.125,0.179,0.557,0.803,0.39,0.377,0.892,0.061,0.115,0.0207,0.01653,0.37721,491.0,924.0,53.1,64.29
BFZtNN6eNvQ_seg007,3.0,-33.21,28.2,0.0615000016987323,26.51,1536.489990234375,83.93,16.07,227.59,0.0238,0.08,0.01355,0.00014,0.03759,6e-05,35.0,neutral,8.6,0.0,20.0,22.9,31.4,17.1,0.0,surprised,0.745,0.203,0.029,0.075,0.339,1.406,0.106,0.006,0.582,0.127,0.153,0.751,0.132,0.161,0.721,0.844,0.468,0.582,0.948,0.029,0.153,0.01539,0.01259,0.37241,633.0,1031.0,61.4,52.37
BFZtNN6eNvQ_seg008,2.0,-29.08,23.3,0.0797000005841255,21.07,1614.530029296875,89.35,10.65,254.57,0.018,0.0752,0.01321,0.00014,0.03547,3e-05,34.0,neutral,11.8,0.0,17.6,2.9,35.3,32.4,0.0,surprised,0.507,0.217,0.104,0.068,0.109,0.874,0.107,0.023,0.157,0.02,0.106,0.525,0.086,0.135,0.409,0.607,0.265,0.157,0.724,0.104,0.106,0.02929,0.03427,0.26281,606.0,1015.0,59.7,79.81
BFZtNN6eNvQ_seg009,3.0,-27.24,20.23,0.0811000019311904,18.79,1719.699951171875,93.66,6.34,251.17,0.021,0.0771,0.01473,0.00014,0.03884,0.0001,35.0,happy,2.9,0.0,20.0,31.4,17.1,25.7,2.9,surprised,0.435,0.177,0.038,0.152,0.115,0.84,0.104,0.0,0.333,0.01,0.114,0.523,0.092,0.127,0.649,0.622,0.339,0.333,0.612,0.038,0.114,0.02188,0.01195,0.36662,746.0,1036.0,72.0,72.98
BFZtNN6eNvQ_seg010,4.0,-33.31,32.28,0.067900002002716,28.42,1684.4100341796875,85.35,14.65,249.96,0.0193,0.0766,0.01349,0.00013,0.03573,8e-05,32.0,neutral,9.4,0.0,28.1,21.9,31.2,9.4,0.0,happy,0.408,0.12,0.032,0.058,0.271,1.332,0.062,0.0,0.612,0.103,0.133,0.582,0.082,0.14,0.615,0.715,0.38,0.612,0.528,0.032,0.133,0.01902,0.00687,0.36763,645.0,945.0,68.3,60.89
BFZtNN6eNvQ_seg011,2.0,-31.59,27.7,0.0688999965786933,25.41,1645.43994140625,87.75,12.25,248.5,0.021,0.0814,0.01293,0.00012,0.03689,7e-05,35.0,fear,2.9,0.0,34.3,22.9,22.9,17.1,0.0,surprised,0.564,0.204,0.041,0.045,0.135,0.863,0.106,0.001,0.224,0.019,0.134,0.567,0.097,0.143,0.622,0.655,0.504,0.224,0.768,0.041,0.134,0.02039,0.01304,0.36361,519.0,1029.0,50.4,85.71
BFZtNN6eNvQ_seg012,3.0,-29.58,22.64,0.0718000009655952,19.28,1618.050048828125,91.33,8.67,239.61,0.0182,0.0724,0.01351,0.00013,0.03388,4e-05,37.0,fear,2.7,0.0,37.8,10.8,32.4,16.2,0.0,surprised,0.603,0.191,0.041,0.053,0.236,1.03,0.154,0.001,0.408,0.065,0.161,0.624,0.092,0.163,0.599,0.68,0.357,0.408,0.794,0.041,0.161,0.00875,0.00975,0.3599,812.0,1110.0,73.2,69.67
BFZtNN6eNvQ_seg013,2.0,-31.04,24.56,0.0667999982833862,22.32,1654.8199462890625,88.01,11.99,233.69,0.0212,0.0824,0.01213,0.00012,0.03354,5e-05,34.0,neutral,5.9,0.0,29.4,26.5,38.2,0.0,0.0,surprised,0.621,0.145,0.041,0.052,0.12,1.046,0.108,0.0,0.263,0.044,0.115,0.594,0.093,0.127,0.561,0.656,0.45,0.263,0.766,0.041,0.115,0.01226,0.0122,0.34204,577.0,1014.0,56.9,62.13
BFZtNN6eNvQ_seg014,3.0,-33.58,30.59,0.062399998307228,29.04,1589.6400146484375,82.17,17.83,244.94,0.0249,0.0894,0.01152,0.0001,0.03148,9e-05,38.0,fear,2.6,0.0,44.7,36.8,13.2,2.6,0.0,surprised,0.451,0.164,0.077,0.135,0.105,0.749,0.115,0.001,0.316,0.05,0.142,0.542,0.1,0.156,0.648,0.629,0.558,0.316,0.615,0.077,0.142,0.02145,0.019,0.31484,779.0,1126.0,69.2,73.54
BFZtNN6eNvQ_seg015,3.0,-32.33,29.14,0.0662999972701072,26.21,1643.0,85.21,14.79,244.88,0.0196,0.0709,0.01397,0.00013,0.03141,3e-05,38.0,happy,5.3,0.0,31.6,44.7,13.2,5.3,0.0,surprised,0.619,0.311,0.068,0.069,0.156,0.863,0.088,0.001,0.386,0.067,0.12,0.632,0.095,0.168,0.689,0.644,0.491,0.386,0.93,0.068,0.12,0.01798,0.01663,0.3692,729.0,1120.0,65.1,54.65
BFZtNN6eNvQ_seg016,3.0,-31.23,23.5,0.0604000017046928,22.04,1676.27001953125,90.79,9.21,222.65,0.0234,0.084,0.01234,0.0001,0.03242,3e-05,35.0,fear,0.0,0.0,71.4,11.4,11.4,5.7,0.0,surprised,0.43,0.147,0.04,0.078,0.065,0.47,0.086,0.003,0.268,0.021,0.134,0.439,0.09,0.127,0.464,0.56,0.298,0.268,0.578,0.04,0.134,0.01199,0.01162,0.42876,437.0,1046.0,41.8,60.22
Cd0JH1AreDw_seg000,4.0,-35.41,33.02,0.0346999987959861,27.46,1748.9100341796875,85.4,14.6,180.1,0.0208,0.0928,0.00485,2e-05,0.02246,5e-05,32.0,neutral,12.5,0.0,28.1,6.2,34.4,18.8,0.0,angry,0.298,0.17,0.572,0.112,0.304,0.41,0.079,1.037,0.447,0.398,0.438,0.67,0.224,0.235,0.647,0.527,0.252,0.447,0.468,0.572,0.438,0.00806,0.02857,0.22521,859.0,943.0,91.1,167.89
Cd0JH1AreDw_seg001,4.0,-36.85,37.14,0.0333000011742115,30.49,1718.699951171875,77.86,22.14,163.17,0.0227,0.0982,0.00487,2e-05,0.02783,8e-05,32.0,neutral,18.8,0.0,21.9,6.2,34.4,15.6,3.1,happy,0.345,0.123,0.498,0.12,0.64,0.892,0.078,1.398,0.606,0.412,0.264,0.556,0.147,0.345,0.592,0.531,0.305,0.606,0.469,0.498,0.264,0.00288,0.00373,0.31228,331.0,943.0,35.1,211.76
Cd0JH1AreDw_seg002,3.0,-36.55,38.14,0.0405000001192092,32.36,1773.550048828125,81.87,18.13,173.94,0.0226,0.0993,0.00633,2e-05,0.03745,2e-05,32.0,neutral,15.6,0.0,21.9,0.0,40.6,18.8,3.1,angry,0.388,0.131,0.678,0.119,0.679,0.908,0.133,1.428,0.547,0.548,0.407,0.825,0.156,0.269,0.513,0.55,0.276,0.547,0.519,0.678,0.407,0.02024,0.01709,0.32041,38.0,933.0,4.1,142.63
Cd0JH1AreDw_seg003,4.0,-39.29,46.28,0.0368000008165836,40.92,1650.56005859375,69.0,31.0,164.37,0.0237,0.1015,0.00567,3e-05,0.03713,3e-05,31.0,neutral,19.4,0.0,12.9,6.5,45.2,16.1,0.0,happy,0.332,0.19,0.455,0.095,0.542,0.621,0.153,1.401,0.595,0.576,0.447,0.636,0.195,0.274,0.614,0.671,0.238,0.595,0.522,0.455,0.447,0.00982,0.00802,0.12791,310.0,926.0,33.5,147.62
Cd0JH1AreDw_seg004,4.0,-35.83,38.44,0.0443999990820884,31.81,1648.260009765625,78.05,21.95,172.17,0.0226,0.0993,0.00603,2e-05,0.03158,0.0001,34.0,neutral,20.6,0.0,20.6,8.8,35.3,11.8,2.9,angry,0.307,0.152,0.647,0.084,0.605,0.77,0.134,1.246,0.477,0.547,0.492,0.661,0.217,0.254,0.71,0.598,0.289,0.477,0.459,0.647,0.492,0.02219,0.02425,0.1935,294.0,996.0,29.5,144.53
Cd0JH1AreDw_seg005,3.0,-35.91,38.49,0.0412000007927417,32.45,1650.43994140625,81.82,18.18,177.66,0.0237,0.1004,0.00658,3e-05,0.04021,3e-05,32.0,neutral,21.9,0.0,9.4,0.0,40.6,25.0,3.1,angry,0.334,0.173,0.656,0.098,0.642,0.986,0.109,1.403,0.487,0.464,0.305,0.633,0.119,0.166,0.497,0.611,0.242,0.487,0.507,0.656,0.305,0.00424,0.04991,0.37539,16.0,950.0,1.7,157.15
Cd0JH1AreDw_seg006,3.0,-41.64,50.97,0.0304000005125999,43.41,1720.25,68.36,31.64,151.67,0.0247,0.0983,0.00588,2e-05,0.03881,2e-05,31.0,sad,19.4,0.0,3.2,0.0,35.5,41.9,0.0,angry,0.321,0.16,0.586,0.098,0.722,0.854,0.088,1.599,0.546,0.455,0.465,0.722,0.125,0.128,0.497,0.436,0.376,0.546,0.481,0.586,0.465,,,,,,,132.77
Cd0JH1AreDw_seg007,3.0,-41.06,50.0,0.0287999995052814,40.75,1713.050048828125,71.15,28.85,151.93,0.0263,0.1042,0.00588,3e-05,0.03959,3e-05,32.0,neutral,9.4,0.0,9.4,6.2,43.8,31.2,0.0,happy,0.266,0.156,0.523,0.124,0.808,1.04,0.065,1.391,0.615,0.446,0.321,0.657,0.13,0.285,0.63,0.526,0.37,0.615,0.422,0.523,0.321,,,,,,,137.18
Cd0JH1AreDw_seg008,4.0,-36.54,38.98,0.0447000004351139,33.4,1655.6199951171875,79.25,20.75,171.41,0.0226,0.1007,0.00684,4e-05,0.03897,4e-05,32.0,sad,15.6,0.0,25.0,9.4,18.8,31.2,0.0,happy,0.278,0.237,0.589,0.075,0.574,0.764,0.106,1.665,0.597,0.637,0.378,0.666,0.159,0.195,0.629,0.504,0.211,0.597,0.515,0.589,0.378,0.00742,0.00872,0.12536,348.0,937.0,37.1,170.88
Cd0JH1AreDw_seg009,4.0,-34.42,33.65,0.0538000017404556,30.32,1678.9000244140625,78.06,21.94,178.57,0.0225,0.1006,0.00554,3e-05,0.02725,0.0001,32.0,neutral,18.8,0.0,15.6,6.2,31.2,28.1,0.0,angry,0.334,0.143,0.811,0.078,0.579,1.028,0.085,1.41,0.499,0.389,0.264,0.619,0.11,0.303,0.734,0.622,0.279,0.499,0.477,0.811,0.264,0.00498,0.00934,0.34346,78.0,935.0,8.3,173.24
Cd0JH1AreDw_seg010,3.0,-36.51,36.39,0.0386999994516372,30.44,1679.030029296875,76.91,23.09,164.16,0.0234,0.1067,0.00634,3e-05,0.03789,5e-05,33.0,sad,9.1,0.0,6.1,6.1,33.3,42.4,3.0,angry,0.265,0.146,0.757,0.099,0.725,0.922,0.08,1.414,0.482,0.754,0.351,0.552,0.119,0.326,0.461,0.623,0.319,0.482,0.411,0.757,0.351,0.02563,0.00841,0.39098,5.0,978.0,0.5,128.79
Cd0JH1AreDw_seg011,2.0,-41.27,50.32,0.0342999994754791,41.63,1756.6300048828125,71.0,29.0,165.08,0.0271,0.106,0.00619,3e-05,0.03905,2e-05,31.0,sad,12.9,0.0,16.1,6.5,25.8,35.5,3.2,angry,0.328,0.223,0.752,0.129,0.809,1.117,0.118,1.622,0.513,0.696,0.406,0.81,0.15,0.226,0.526,0.505,0.343,0.513,0.551,0.752,0.406,0.02361,0.03557,0.47622,13.0,921.0,1.4,144.48
Cd0JH1AreDw_seg012,3.0,-38.7,42.76,0.0346000008285045,36.36,1678.010009765625,75.17,24.83,166.69,0.0232,0.1049,0.00732,3e-05,0.03721,1e-05,31.0,neutral,6.5,3.2,19.4,16.1,29.0,9.7,16.1,angry,0.226,0.198,0.592,0.072,0.543,0.585,0.088,1.373,0.358,0.296,0.405,0.72,0.135,0.361,0.517,0.503,0.295,0.358,0.424,0.592,0.405,0.0081,0.00601,0.1517,430.0,909.0,47.3,130.56
Cd0JH1AreDw_seg013,3.0,-36.44,38.71,0.0416000001132488,32.98,1660.050048828125,76.92,23.08,171.11,0.0229,0.1029,0.00652,3e-05,0.03968,2e-05,31.0,sad,12.9,0.0,16.1,6.5,32.3,32.3,0.0,angry,0.303,0.206,0.602,0.104,0.437,0.628,0.156,1.43,0.44,0.574,0.37,0.597,0.144,0.169,0.51,0.443,0.251,0.44,0.509,0.602,0.37,0.01049,0.01812,0.14588,427.0,927.0,46.1,178.47
Cd0JH1AreDw_seg014,3.0,-37.83,40.58,0.0401000007987022,35.63,1662.489990234375,74.9,25.1,159.76,0.0231,0.096,0.00586,3e-05,0.03126,0.00012,32.0,neutral,9.4,0.0,9.4,0.0,46.9,34.4,0.0,angry,0.307,0.208,0.794,0.159,0.343,0.535,0.081,1.061,0.253,0.248,0.519,0.808,0.193,0.227,0.643,0.608,0.299,0.253,0.515,0.794,0.519,0.01248,0.00875,0.24557,306.0,936.0,32.7,178.79
Cd0JH1AreDw_seg015,4.0,-41.0,51.12,0.0337999984622001,42.31,1766.739990234375,71.66,28.34,165.7,0.0239,0.0968,0.00577,3e-05,0.03821,8e-05,32.0,sad,12.5,0.0,15.6,12.5,25.0,31.2,3.1,angry,0.32,0.188,0.58,0.093,0.651,0.897,0.127,1.57,0.545,0.662,0.341,0.826,0.128,0.46,0.554,0.66,0.251,0.545,0.508,0.58,0.341,0.00264,0.00095,0.37396,22.0,937.0,2.3,128.64
Cd0JH1AreDw_seg016,3.0,-37.32,40.24,0.0412000007927417,33.23,1678.1500244140625,76.26,23.74,164.81,0.0253,0.0976,0.00478,3e-05,0.0252,0.00011,33.0,sad,18.2,0.0,12.1,0.0,27.3,42.4,0.0,happy,0.327,0.144,0.474,0.076,0.526,0.801,0.116,1.243,0.489,0.501,0.342,0.698,0.175,0.181,0.83,0.727,0.289,0.489,0.47,0.474,0.342,0.00869,0.01645,0.35445,92.0,981.0,9.4,155.82
Cd0JH1AreDw_seg017,2.0,-34.69,34.92,0.0474000014364719,30.42,1700.43994140625,78.91,21.09,168.12,0.0219,0.0989,0.00687,3e-05,0.03932,2e-05,32.0,neutral,21.9,0.0,18.8,12.5,28.1,18.8,0.0,happy,0.331,0.274,0.484,0.121,0.886,1.023,0.091,1.753,0.785,0.629,0.267,0.756,0.142,0.174,0.621,0.44,0.3,0.785,0.605,0.484,0.267,0.01999,0.05072,0.47472,53.0,943.0,5.6,150.72
Cd0JH1AreDw_seg018,3.0,-32.86,31.13,0.0515000000596046,24.95,1696.7099609375,83.92,16.08,172.82,0.0233,0.097,0.00666,3e-05,0.04007,2e-05,32.0,neutral,3.1,0.0,6.2,18.8,46.9,18.8,6.2,surprised,0.308,0.229,0.484,0.073,0.489,0.603,0.145,1.542,0.503,0.586,0.368,0.612,0.244,0.25,0.527,0.509,0.297,0.503,0.537,0.484,0.368,0.00315,0.01567,0.12252,501.0,951.0,52.7,170.19
Cd0JH1AreDw_seg019,3.0,-38.24,45.28,0.0362999998033046,36.1,1730.3800048828125,75.12,24.88,161.42,0.0248,0.0986,0.00759,3e-05,0.03666,2e-05,31.0,sad,16.1,0.0,16.1,6.5,19.4,41.9,0.0,happy,0.292,0.188,0.336,0.127,0.749,0.933,0.113,1.729,0.748,0.413,0.244,0.735,0.122,0.208,0.482,0.494,0.331,0.748,0.481,0.336,0.244,,,,,,,156.61
Cd0JH1AreDw_seg020,3.0,-38.5,41.31,0.0390999987721443,35.57,1740.27001953125,73.79,26.21,168.71,0.0237,0.0992,0.00738,4e-05,0.03798,2e-05,31.0,neutral,3.2,0.0,19.4,9.7,38.7,29.0,0.0,happy,0.229,0.138,0.626,0.095,0.932,1.137,0.088,1.637,0.664,0.594,0.345,0.71,0.147,0.211,0.621,0.494,0.407,0.664,0.366,0.626,0.345,,,,,,,147.78
Cd0JH1AreDw_seg021,2.0,-38.25,40.68,0.0351000018417835,33.63,1713.6700439453125,76.21,23.79,172.26,0.0231,0.1014,0.00444,2e-05,0.02708,0.00015,33.0,sad,3.0,0.0,24.2,12.1,9.1,51.5,0.0,happy,0.189,0.094,0.238,0.057,0.395,0.657,0.051,1.172,0.487,0.281,0.264,0.543,0.086,0.139,0.536,0.494,0.286,0.487,0.283,0.238,0.264,0.00649,0.01662,0.35175,484.0,965.0,50.2,119.37
Cd0JH1AreDw_seg022,2.0,-35.91,37.07,0.0472000017762184,32.12,1705.010009765625,77.23,22.77,178.44,0.0232,0.098,0.00878,4e-05,0.04818,2e-05,32.0,neutral,3.1,0.0,9.4,18.8,34.4,31.2,3.1,happy,0.325,0.15,0.558,0.099,0.852,1.2,0.097,1.857,0.696,0.567,0.388,0.684,0.187,0.208,0.509,0.531,0.36,0.696,0.475,0.558,0.388,,,,,,,146.2
Cd0JH1AreDw_seg023,2.0,-33.72,29.19,0.0487999990582466,25.51,1686.1300048828125,81.9,18.1,176.66,0.0224,0.1017,0.01011,6e-05,0.04788,3e-05,33.0,neutral,15.2,0.0,21.2,3.0,36.4,21.2,3.0,angry,0.287,0.14,0.629,0.07,0.786,1.194,0.092,1.595,0.51,0.619,0.3,0.541,0.122,0.265,0.467,0.587,0.356,0.51,0.426,0.629,0.3,0.02739,0.00742,0.13664,88.0,965.0,9.1,173.45
Cd0JH1AreDw_seg024,3.0,-36.37,37.06,0.0439000017940998,31.46,1655.6199951171875,77.81,22.19,165.7,0.0244,0.098,0.01074,7e-05,0.0459,3e-05,32.0,neutral,3.1,0.0,18.8,9.4,43.8,15.6,9.4,angry,0.228,0.249,0.587,0.058,0.676,0.887,0.12,1.636,0.558,0.5,0.246,0.676,0.129,0.32,0.531,0.56,0.302,0.558,0.477,0.587,0.246,0.00801,0.00635,0.11897,286.0,937.0,30.5,165.12
Cd0JH1AreDw_seg025,3.0,-35.36,36.5,0.0430999994277954,29.59,1774.739990234375,79.61,20.39,181.45,0.0209,0.0919,0.00861,4e-05,0.0467,2e-05,33.0,sad,9.1,0.0,3.0,0.0,27.3,51.5,9.1,angry,0.311,0.158,0.627,0.067,0.622,1.054,0.115,1.265,0.405,0.545,0.425,0.6,0.159,0.767,0.436,0.499,0.335,0.405,0.469,0.627,0.425,,,,,,,162.31
Cd0JH1AreDw_seg026,4.0,-36.39,36.59,0.0414999984204769,31.06,1778.949951171875,76.52,23.48,169.58,0.0232,0.0953,0.0101,7e-05,0.04556,1e-05,32.0,sad,3.1,0.0,12.5,3.1,34.4,46.9,0.0,happy,0.219,0.12,0.295,0.321,0.536,0.759,0.044,0.89,0.342,0.272,0.181,0.353,0.09,0.256,0.369,0.357,0.175,0.342,0.339,0.295,0.181,0.00382,0.0083,0.06753,501.0,950.0,52.7,174.19
Cd0JH1AreDw_seg027,3.0,-37.38,39.23,0.0395000018179416,32.61,1739.6300048828125,74.35,25.65,156.85,0.0264,0.1012,0.00924,4e-05,0.04497,2e-05,31.0,neutral,12.9,0.0,22.6,3.2,41.9,19.4,0.0,angry,0.276,0.108,0.643,0.075,0.837,1.27,0.079,1.617,0.549,0.62,0.302,0.587,0.13,0.231,0.504,0.53,0.333,0.549,0.384,0.643,0.302,,,,,,,152.85
Cd0JH1AreDw_seg028,3.0,-44.44,56.48,0.0251000002026557,47.57,1747.43994140625,60.22,39.78,152.12,0.0248,0.1093,0.00869,5e-05,0.04495,2e-05,31.0,neutral,0.0,0.0,9.7,19.4,38.7,32.3,0.0,happy,0.226,0.133,0.588,0.107,1.196,1.577,0.082,1.694,0.841,0.623,0.26,0.525,0.131,0.226,0.598,0.514,0.327,0.841,0.359,0.588,0.26,,,,,,,141.58
Cd0JH1AreDw_seg029,3.0,-37.28,36.88,0.0353999994695186,32.97,1693.719970703125,78.38,21.62,160.25,0.0279,0.1133,0.01123,7e-05,0.04661,2e-05,32.0,neutral,9.4,0.0,3.1,3.1,46.9,37.5,0.0,angry,0.194,0.156,0.581,0.084,0.912,1.326,0.074,1.709,0.509,0.521,0.334,0.625,0.166,0.202,0.519,0.459,0.253,0.509,0.35,0.581,0.334,,,,,,,163.48
D9Ihs241zeg_seg000,2.0,-33.48,35.78,0.0364999994635582,23.7,1497.1500244140625,79.39,20.61,162.19,0.027,0.1019,0.00811,4e-05,0.02994,5e-05,32.0,sad,3.1,0.0,15.6,18.8,31.2,31.2,0.0,surprised,0.246,0.097,0.102,0.04,0.013,0.015,0.047,0.097,0.206,0.301,0.202,0.333,0.113,0.098,0.368,0.279,0.133,0.206,0.343,0.102,0.202,0.00184,0.00184,0.11552,86.0,937.0,9.2,170.66
D9Ihs241zeg_seg001,3.0,-34.89,44.83,0.0320999994874,24.27,1582.81005859375,79.92,20.08,158.58,0.026,0.1091,0.01251,9e-05,0.03137,4e-05,32.0,neutral,9.4,0.0,21.9,15.6,46.9,6.2,0.0,happy,0.36,0.113,0.324,0.081,0.05,0.055,0.102,0.342,0.603,0.593,0.135,0.49,0.147,0.188,0.569,0.595,0.292,0.603,0.473,0.324,0.135,0.01266,0.01018,0.5467,21.0,954.0,2.2,141.29
D9Ihs241zeg_seg002,4.0,-31.27,28.84,0.0397999994456768,12.43,1540.47998046875,88.88,11.12,169.93,0.0266,0.1109,0.01608,9e-05,0.03295,4e-05,32.0,angry,40.6,0.0,9.4,6.2,9.4,34.4,0.0,happy,0.095,0.063,0.058,0.026,0.017,0.011,0.037,0.15,0.262,0.222,0.071,0.285,0.059,0.059,0.277,0.256,0.118,0.262,0.158,0.058,0.071,0.00266,0.00024,0.66551,6.0,954.0,0.6,180.85
D9Ihs241zeg_seg003,3.0,-31.91,29.01,0.0388999991118907,17.88,1506.22998046875,86.17,13.83,159.92,0.0272,0.1025,0.01869,0.0001,0.0336,3e-05,33.0,neutral,9.1,0.0,6.1,3.0,81.8,0.0,0.0,happy,0.05,0.033,0.001,0.02,0.0,0.0,0.026,0.067,0.161,0.129,0.088,0.194,0.042,0.053,0.211,0.153,0.094,0.161,0.083,0.001,0.088,0.01232,0.01131,0.21554,283.0,968.0,29.2,183.73
D9Ihs241zeg_seg004,3.0,-33.25,35.41,0.0373000018298625,21.66,1504.27001953125,82.19,17.81,163.38,0.0261,0.1081,0.01452,8e-05,0.03521,3e-05,31.0,neutral,12.9,0.0,22.6,3.2,41.9,19.4,0.0,happy,0.266,0.114,0.06,0.069,0.0,0.0,0.081,0.165,0.435,0.423,0.232,0.772,0.137,0.196,0.789,0.65,0.287,0.435,0.379,0.06,0.232,,,,,,,175.14
D9Ihs241zeg_seg005,2.0,-35.05,40.78,0.0335999988019466,30.22,1473.010009765625,76.53,23.47,165.76,0.0252,0.1058,0.01276,9e-05,0.0313,2e-05,31.0,neutral,22.6,0.0,3.2,12.9,61.3,0.0,0.0,happy,0.106,0.059,0.055,0.039,0.005,0.0,0.077,0.129,0.212,0.345,0.105,0.369,0.116,0.149,0.47,0.443,0.226,0.212,0.165,0.055,0.105,1e-05,7e-05,0.1863,62.0,923.0,6.7,163.58
D9Ihs241zeg_seg006,2.0,-32.96,35.18,0.0384000018239021,21.44,1530.739990234375,83.84,16.16,178.07,0.0249,0.104,0.00945,7e-05,0.02544,6e-05,31.0,neutral,6.5,0.0,16.1,16.1,58.1,3.2,0.0,surprised,0.289,0.219,0.074,0.085,0.005,0.023,0.153,0.293,0.296,0.872,0.206,0.724,0.229,0.204,0.679,0.626,0.287,0.296,0.508,0.074,0.206,0.00016,0.00018,0.45136,165.0,918.0,18.0,180.1
